"Clay County, Mississippi","3.65 (2.93, 4.35)","27.90 (24.28, 33.19)","25.92 (23.49, 28.52)"
"Coahoma County, Mississippi","4.88 (4.01, 5.75)","45.81 (40.35, 53.94)","41.46 (38.06, 44.85)"
"Copiah County, Mississippi","3.27 (2.70, 3.85)","32.11 (28.34, 37.52)","31.44 (28.97, 34.23)"
"Covington County, Mississippi","3.21 (2.63, 3.82)","25.94 (22.44, 30.72)","26.22 (23.74, 28.71)"
"DeSoto County, Mississippi","3.15 (2.62, 3.66)","29.06 (26.23, 34.18)","26.56 (24.74, 28.32)"
"Forrest County, Mississippi","3.82 (3.15, 4.45)","31.69 (28.28, 37.05)","25.36 (23.38, 27.41)"
"Franklin County, Mississippi","3.19 (2.54, 3.80)","31.01 (26.13, 37.43)","30.99 (27.57, 34.65)"
"George County, Mississippi","3.43 (2.80, 4.05)","29.71 (25.65, 35.57)","28.80 (25.95, 31.76)"
"Greene County, Mississippi","3.23 (2.65, 3.83)","27.31 (23.22, 32.91)","26.19 (23.33, 29.12)"
"Grenada County, Mississippi","3.86 (3.19, 4.52)","39.62 (34.67, 46.80)","37.97 (34.63, 41.67)"
"Hancock County, Mississippi","2.55 (2.07, 3.04)","24.07 (20.91, 28.79)","23.23 (21.04, 25.27)"
"Harrison County, Mississippi","3.15 (2.57, 3.67)","28.69 (26.05, 33.91)","28.61 (26.90, 30.43)"
"Hinds County, Mississippi","3.44 (2.92, 3.92)","30.78 (28.03, 36.16)","24.60 (23.07, 26.10)"
"Holmes County, Mississippi","5.14 (4.18, 6.10)","47.06 (41.05, 55.25)","40.68 (37.28, 44.33)"
"Humphreys County, Mississippi","4.92 (3.99, 5.83)","42.00 (36.30, 51.13)","39.75 (35.81, 43.80)"
"Issaquena County, Mississippi","3.42 (2.60, 4.35)","29.71 (23.30, 37.88)","28.51 (24.08, 33.73)"
"Itawamba County, Mississippi","2.63 (2.15, 3.10)","27.40 (23.95, 33.01)","27.20 (24.81, 29.59)"
"Jackson County, Mississippi","3.28 (2.65, 3.88)","27.18 (24.33, 31.95)","25.17 (23.33, 26.99)"
"Jasper County, Mississippi","3.44 (2.79, 3.97)","33.25 (29.04, 38.92)","25.64 (23.23, 27.98)"
"Jefferson County, Mississippi","4.42 (3.62, 5.19)","41.40 (35.31, 48.64)","36.06 (32.35, 39.68)"
"Jefferson Davis County, Mississippi","3.84 (3.11, 4.59)","31.40 (26.70, 37.94)","31.51 (28.20, 34.92)"
"Jones County, Mississippi","3.02 (2.52, 3.55)","28.04 (24.94, 33.09)","22.88 (21.10, 24.75)"
"Kemper County, Mississippi","3.09 (2.49, 3.63)","25.62 (21.97, 30.54)","24.67 (22.24, 27.20)"
"Lafayette County, Mississippi","2.73 (2.25, 3.20)","24.46 (21.36, 28.83)","22.22 (20.41, 24.18)"
"Lamar County, Mississippi","2.70 (2.19, 3.21)","24.02 (21.11, 28.96)","21.73 (19.85, 23.71)"
"Lauderdale County, Mississippi","2.92 (2.42, 3.38)","28.33 (25.40, 33.75)","25.91 (23.98, 27.82)"
"Lawrence County, Mississippi","3.10 (2.50, 3.71)","32.55 (27.86, 38.60)","26.23 (23.78, 29.03)"
"Leake County, Mississippi","3.86 (3.16, 4.56)","33.14 (28.78, 39.61)","36.61 (33.39, 39.90)"
"Lee County, Mississippi","3.32 (2.71, 3.88)","35.14 (31.71, 41.75)","32.51 (30.20, 34.90)"
"Leflore County, Mississippi","4.46 (3.71, 5.25)","38.43 (34.11, 44.55)","37.68 (34.76, 40.64)"
"Lincoln County, Mississippi","2.80 (2.28, 3.28)","33.21 (29.32, 39.18)","30.04 (27.53, 32.52)"
"Lowndes County, Mississippi","2.95 (2.44, 3.44)","29.38 (26.26, 34.95)","28.88 (26.64, 31.29)"
"Madison County, Mississippi","4.58 (3.82, 5.28)","51.76 (46.75, 60.35)","47.01 (43.88, 50.33)"
"Marion County, Mississippi","3.34 (2.75, 4.03)","31.47 (27.36, 37.49)","30.07 (27.37, 32.96)"
"Marshall County, Mississippi","3.87 (3.21, 4.49)","28.96 (25.53, 34.72)","33.31 (30.77, 36.02)"
"Monroe County, Mississippi","2.84 (2.33, 3.33)","26.13 (23.07, 30.48)","25.74 (23.50, 28.05)"
"Montgomery County, Mississippi","3.56 (2.85, 4.25)","33.65 (28.77, 40.12)","30.64 (27.35, 33.95)"
"Neshoba County, Mississippi","2.82 (2.33, 3.30)","28.43 (24.89, 34.25)","28.18 (25.83, 30.69)"
"Newton County, Mississippi","2.87 (2.36, 3.37)","27.31 (23.66, 33.54)","27.93 (25.45, 30.49)"
"Noxubee County, Mississippi","3.67 (3.04, 4.36)","27.48 (23.64, 32.45)","29.39 (26.74, 32.56)"
"Oktibbeha County, Mississippi","3.02 (2.46, 3.55)","29.24 (25.87, 34.40)","22.53 (20.53, 24.69)"
"Panola County, Mississippi","4.02 (3.35, 4.70)","35.25 (31.13, 41.91)","33.03 (30.46, 35.78)"
"Pearl River County, Mississippi","3.15 (2.60, 3.66)","32.06 (28.63, 38.31)","28.63 (26.51, 30.91)"
"Perry County, Mississippi","3.17 (2.57, 3.76)","29.45 (25.44, 35.12)","27.25 (24.53, 30.25)"
"Pike County, Mississippi","3.52 (2.87, 4.17)","38.60 (34.13, 45.19)","33.20 (30.71, 35.96)"
"Pontotoc County, Mississippi","2.72 (2.14, 3.23)","25.67 (22.23, 29.83)","22.84 (20.60, 25.00)"
"Prentiss County, Mississippi","2.74 (2.22, 3.29)","24.97 (21.59, 29.92)","23.55 (21.31, 25.85)"
"Quitman County, Mississippi","4.70 (3.85, 5.63)","39.76 (33.65, 47.96)","36.06 (32.20, 39.93)"
"Rankin County, Mississippi","2.21 (1.81, 2.60)","21.45 (19.07, 24.80)","21.49 (19.91, 22.98)"
"Scott County, Mississippi","3.30 (2.71, 3.87)","28.97 (25.20, 33.96)","31.81 (28.91, 34.60)"
"Sharkey County, Mississippi","4.29 (3.33, 5.27)","42.84 (36.02, 51.71)","42.40 (37.95, 47.49)"
"Simpson County, Mississippi","3.08 (2.49, 3.64)","28.57 (24.81, 33.47)","24.41 (22.20, 26.54)"
"Smith County, Mississippi","2.85 (2.30, 3.37)","26.24 (22.54, 31.07)","24.86 (22.35, 27.55)"
"Stone County, Mississippi","3.29 (2.72, 3.92)","30.82 (26.72, 37.13)","28.66 (25.78, 31.84)"
"Sunflower County, Mississippi","5.02 (4.15, 5.85)","40.47 (35.63, 47.63)","40.17 (36.94, 43.54)"
"Tallahatchie County, Mississippi","4.14 (3.41, 4.85)","34.64 (30.03, 41.19)","32.96 (29.72, 36.10)"
"Tate County, Mississippi","3.20 (2.64, 3.80)","30.20 (26.26, 35.59)","27.61 (25.11, 30.23)"
"Tippah County, Mississippi","2.95 (2.43, 3.50)","26.69 (23.31, 31.57)","26.34 (24.12, 28.52)"
"Tishomingo County, Mississippi","2.66 (2.20, 3.11)","27.35 (23.66, 32.38)","28.40 (25.73, 31.28)"
"Tunica County, Mississippi","4.88 (4.05, 5.70)","39.61 (34.05, 46.45)","37.77 (34.13, 41.35)"
"Union County, Mississippi","2.86 (2.39, 3.35)","25.71 (22.62, 30.12)","23.12 (21.09, 25.24)"
"Walthall County, Mississippi","3.11 (2.48, 3.72)","32.08 (27.59, 37.86)","29.09 (26.18, 32.21)"
"Warren County, Mississippi","3.45 (2.83, 4.02)","33.67 (30.02, 39.92)","30.61 (28.10, 33.22)"
"Washington County, Mississippi","4.16 (3.34, 4.89)","43.01 (38.50, 50.64)","40.50 (37.44, 43.49)"
"Wayne County, Mississippi","3.28 (2.69, 3.84)","31.37 (27.41, 36.59)","28.24 (25.62, 31.09)"
"Webster County, Mississippi","3.24 (2.66, 3.83)","33.13 (28.53, 39.48)","31.31 (28.07, 34.70)"
"Wilkinson County, Mississippi","4.26 (3.48, 5.05)","38.72 (33.28, 46.24)","37.50 (33.46, 41.36)"
"Winston County, Mississippi","3.20 (2.58, 3.79)","29.31 (25.70, 34.40)","26.42 (23.89, 29.00)"
"Yalobusha County, Mississippi","3.69 (2.97, 4.43)","35.24 (30.19, 42.02)","35.18 (31.68, 38.98)"
"Yazoo County, Mississippi","3.72 (3.04, 4.33)","37.13 (32.42, 44.43)","33.01 (30.15, 35.88)"
"Adair County, Missouri","4.44 (3.71, 5.25)","28.62 (24.67, 34.49)","29.17 (26.62, 32.07)"
"Andrew County, Missouri","4.02 (3.32, 4.78)","24.44 (21.01, 29.37)","23.51 (21.31, 25.87)"
"Atchison County, Missouri","4.39 (3.52, 5.21)","22.31 (18.64, 26.43)","26.79 (23.88, 29.62)"
"Audrain County, Missouri","3.93 (3.26, 4.59)","24.27 (21.22, 28.74)","25.05 (23.05, 27.29)"
"Barry County, Missouri","3.15 (2.57, 3.68)","24.80 (21.81, 29.58)","23.42 (21.50, 25.56)"
"Barton County, Missouri","3.39 (2.73, 4.02)","24.13 (20.22, 28.72)","25.09 (22.51, 27.72)"
"Bates County, Missouri","3.85 (3.12, 4.56)","29.90 (25.70, 35.52)","27.41 (24.67, 30.11)"
"Benton County, Missouri","3.79 (3.07, 4.46)","32.50 (28.03, 38.31)","26.71 (24.31, 29.37)"
"Bollinger County, Missouri","3.43 (2.78, 4.10)","28.39 (24.43, 33.97)","28.26 (25.38, 31.40)"
"Boone County, Missouri","3.99 (3.31, 4.59)","24.87 (22.28, 29.03)","20.01 (18.71, 21.45)"
"Buchanan County, Missouri","4.20 (3.57, 4.85)","28.34 (25.48, 33.38)","26.49 (24.57, 28.51)"
"Butler County, Missouri","3.42 (2.79, 3.99)","29.88 (26.31, 35.00)","30.13 (27.80, 32.53)"
"Caldwell County, Missouri","3.94 (3.23, 4.73)","27.49 (23.05, 33.36)","30.02 (27.01, 33.50)"
"Callaway County, Missouri","3.74 (3.11, 4.46)","26.51 (23.15, 31.47)","23.26 (21.13, 25.45)"
"Camden County, Missouri","3.12 (2.56, 3.64)","23.66 (21.01, 27.56)","22.48 (20.74, 24.30)"
"Cape Girardeau County, Missouri","3.55 (2.93, 4.11)","27.19 (24.22, 31.41)","24.86 (23.07, 26.80)"
"Carroll County, Missouri","3.98 (3.21, 4.72)","28.63 (24.46, 33.77)","27.73 (24.99, 30.62)"
"Carter County, Missouri","3.40 (2.71, 4.02)","30.39 (25.32, 36.86)","28.86 (25.81, 32.38)"
"Cass County, Missouri","3.53 (2.93, 4.12)","26.79 (23.89, 31.62)","22.55 (20.81, 24.32)"
"Cedar County, Missouri","3.43 (2.79, 4.10)","28.37 (24.39, 34.19)","26.26 (23.60, 29.11)"
"Chariton County, Missouri","4.17 (3.33, 4.93)","30.14 (25.69, 35.59)","28.27 (25.37, 31.29)"
"Christian County, Missouri","3.03 (2.52, 3.52)","24.41 (21.62, 28.81)","20.75 (19.00, 22.63)"
"Clark County, Missouri","4.60 (3.74, 5.57)","27.90 (23.26, 33.55)","30.90 (27.38, 34.49)"
"Clay County, Missouri","3.59 (3.02, 4.11)","27.85 (25.45, 31.96)","21.03 (19.70, 22.38)"
"Clinton County, Missouri","4.11 (3.37, 4.85)","31.49 (27.50, 36.92)","26.71 (24.21, 29.22)"
"Cole County, Missouri","4.27 (3.53, 4.98)","30.83 (27.58, 36.39)","23.71 (21.93, 25.71)"
"Cooper County, Missouri","3.77 (3.06, 4.48)","27.08 (23.29, 32.30)","24.15 (21.80, 26.63)"
"Crawford County, Missouri","3.38 (2.76, 3.97)","26.72 (23.29, 31.87)","25.48 (23.17, 27.86)"
"Dade County, Missouri","3.62 (2.98, 4.26)","29.18 (24.51, 35.00)","26.56 (23.73, 29.61)"
"Dallas County, Missouri","3.52 (2.85, 4.18)","26.30 (22.49, 31.25)","22.80 (20.39, 25.04)"
"Daviess County, Missouri","4.69 (3.80, 5.52)","27.41 (23.30, 33.10)","28.59 (25.37, 31.97)"
"DeKalb County, Missouri","4.19 (3.47, 4.89)","24.95 (21.52, 30.26)","23.99 (21.76, 26.35)"
"Dent County, Missouri","3.43 (2.80, 4.06)","30.05 (25.88, 35.21)","28.77 (26.07, 31.26)"
"Douglas County, Missouri","3.44 (2.86, 4.04)","24.65 (21.28, 29.79)","25.31 (22.77, 27.95)"
"Dunklin County, Missouri","3.65 (3.01, 4.23)","36.56 (32.31, 43.36)","36.32 (33.51, 39.22)"
"Franklin County, Missouri","3.42 (2.89, 3.96)","25.86 (22.99, 30.14)","23.02 (21.32, 24.69)"
"Gasconade County, Missouri","3.34 (2.71, 3.88)","28.38 (24.14, 33.36)","24.15 (21.82, 26.50)"
"Gentry County, Missouri","4.31 (3.46, 5.13)","23.80 (20.18, 28.64)","24.81 (22.16, 27.41)"
"Greene County, Missouri","3.56 (2.99, 4.07)","24.51 (22.31, 28.39)","20.69 (19.50, 22.05)"
"Grundy County, Missouri","4.60 (3.79, 5.40)","28.15 (24.23, 33.32)","27.47 (24.75, 30.25)"
"Harrison County, Missouri","4.23 (3.46, 4.99)","23.35 (19.59, 27.65)","25.37 (22.75, 28.17)"
"Henry County, Missouri","4.01 (3.31, 4.68)","31.70 (27.82, 36.91)","28.25 (25.87, 30.47)"
"Hickory County, Missouri","3.21 (2.60, 3.89)","23.46 (19.75, 28.39)","21.87 (19.41, 24.50)"
"Holt County, Missouri","3.70 (2.98, 4.49)","18.85 (15.55, 23.15)","23.19 (20.57, 26.07)"
"Howard County, Missouri","4.03 (3.28, 4.79)","29.26 (24.71, 34.78)","26.49 (23.79, 29.42)"
"Howell County, Missouri","3.47 (2.83, 4.02)","30.22 (26.57, 35.18)","28.08 (25.74, 30.56)"
"Iron County, Missouri","3.88 (3.14, 4.51)","30.73 (26.37, 36.25)","31.07 (28.20, 34.22)"
"Jackson County, Missouri","3.86 (3.26, 4.30)","30.10 (27.85, 35.20)","23.17 (22.09, 24.33)"
"Jasper County, Missouri","3.53 (2.95, 4.06)","28.16 (25.24, 33.45)","24.82 (23.25, 26.54)"
"Jefferson County, Missouri","3.61 (3.04, 4.16)","26.59 (24.08, 31.05)","24.03 (22.58, 25.52)"
"Johnson County, Missouri","3.93 (3.17, 4.59)","30.26 (26.44, 35.33)","22.76 (20.73, 24.77)"
"Knox County, Missouri","4.26 (3.49, 5.22)","26.68 (22.11, 32.48)","31.00 (27.37, 34.98)"
"Laclede County, Missouri","3.72 (3.03, 4.37)","28.09 (24.47, 32.84)","27.70 (25.31, 30.20)"
"Lafayette County, Missouri","3.74 (3.10, 4.39)","32.37 (28.52, 37.42)","25.50 (23.28, 27.66)"
"Lawrence County, Missouri","3.70 (3.02, 4.31)","24.83 (21.57, 29.25)","24.17 (22.14, 26.50)"
"Lewis County, Missouri","4.13 (3.37, 4.91)","27.54 (23.35, 32.83)","29.96 (26.92, 33.10)"
"Lincoln County, Missouri","3.34 (2.72, 3.97)","25.36 (22.01, 29.59)","25.49 (23.21, 27.77)"
"Linn County, Missouri","4.44 (3.73, 5.27)","30.81 (26.51, 36.62)","30.18 (27.44, 32.85)"
"Livingston County, Missouri","3.89 (3.25, 4.61)","27.12 (23.52, 32.32)","26.20 (23.65, 28.72)"
"Macon County, Missouri","4.25 (3.47, 4.99)","29.55 (25.90, 34.66)","27.16 (24.73, 29.69)"
"Madison County, Missouri","3.46 (2.83, 4.16)","29.27 (24.78, 34.91)","29.10 (26.24, 32.04)"
"Maries County, Missouri","3.49 (2.81, 4.17)","29.67 (25.24, 35.80)","24.40 (21.59, 27.17)"
"Marion County, Missouri","4.66 (3.84, 5.53)","27.69 (24.38, 32.64)","29.59 (27.17, 32.33)"
"McDonald County, Missouri","3.71 (2.96, 4.41)","29.01 (24.69, 34.48)","29.53 (26.74, 32.57)"
"Mercer County, Missouri","3.85 (3.06, 4.61)","20.66 (16.95, 25.27)","25.24 (22.36, 28.20)"
"Miller County, Missouri","3.48 (2.91, 4.04)","27.10 (23.64, 31.54)","25.32 (23.12, 27.54)"
"Mississippi County, Missouri","4.25 (3.47, 4.93)","34.13 (29.86, 40.16)","30.47 (27.83, 33.18)"
"Moniteau County, Missouri","3.42 (2.80, 4.01)","24.92 (21.52, 29.06)","24.13 (21.79, 26.57)"
"Monroe County, Missouri","3.86 (3.13, 4.61)","23.67 (20.12, 28.46)","27.24 (24.38, 30.15)"
"Montgomery County, Missouri","3.71 (3.00, 4.35)","26.11 (22.27, 30.90)","28.22 (25.57, 31.20)"
"Morgan County, Missouri","3.91 (3.20, 4.58)","28.37 (24.63, 33.81)","26.54 (24.06, 29.08)"
"New Madrid County, Missouri","3.45 (2.84, 4.09)","32.18 (28.09, 38.85)","30.63 (27.91, 33.32)"
"Newton County, Missouri","3.40 (2.78, 3.95)","28.79 (25.45, 33.74)","25.17 (23.10, 27.18)"
"Nodaway County, Missouri","4.24 (3.47, 4.97)","23.34 (20.25, 28.25)","24.00 (21.95, 26.41)"
"Oregon County, Missouri","2.95 (2.41, 3.51)","27.90 (23.98, 33.55)","25.92 (23.39, 28.39)"
"Osage County, Missouri","2.98 (2.42, 3.54)","24.25 (20.66, 28.93)","22.25 (19.89, 24.64)"
"Ozark County, Missouri","3.41 (2.76, 4.09)","28.05 (23.94, 34.03)","28.00 (24.95, 31.12)"
"Pemiscot County, Missouri","3.25 (2.63, 3.85)","27.89 (24.36, 33.24)","33.74 (30.80, 36.66)"
"Perry County, Missouri","3.35 (2.76, 3.90)","23.24 (20.23, 27.56)","26.13 (23.84, 28.52)"
"Pettis County, Missouri","3.78 (3.11, 4.44)","32.10 (28.25, 37.15)","29.24 (26.90, 31.64)"
"Phelps County, Missouri","2.97 (2.44, 3.54)","24.95 (21.90, 29.73)","22.95 (20.98, 25.24)"
"Pike County, Missouri","4.00 (3.25, 4.73)","27.05 (23.39, 32.17)","27.01 (24.61, 29.58)"
"Platte County, Missouri","3.38 (2.77, 3.91)","22.81 (19.97, 26.32)","19.44 (17.96, 21.01)"
"Polk County, Missouri","3.72 (3.05, 4.43)","27.57 (23.99, 32.27)","23.47 (21.26, 25.58)"
"Pulaski County, Missouri","3.81 (3.15, 4.51)","29.32 (25.45, 33.94)","27.04 (24.68, 29.49)"
"Putnam County, Missouri","4.50 (3.61, 5.39)","24.24 (20.00, 29.35)","28.64 (25.41, 32.01)"
"Ralls County, Missouri","3.43 (2.80, 4.15)","23.31 (19.64, 27.64)","25.40 (22.50, 28.21)"
"Randolph County, Missouri","4.39 (3.60, 5.21)","31.73 (27.80, 37.10)","30.98 (28.22, 33.62)"
"Ray County, Missouri","3.82 (3.07, 4.55)","30.19 (26.17, 35.61)","27.32 (24.65, 29.82)"
"Reynolds County, Missouri","3.19 (2.58, 3.82)","25.57 (21.16, 30.77)","25.74 (22.80, 29.10)"
"Ripley County, Missouri","3.13 (2.50, 3.73)","30.77 (26.79, 36.41)","31.71 (28.63, 34.97)"
"Saint Charles County, Missouri","3.09 (2.58, 3.53)","24.33 (22.18, 27.97)","19.13 (17.99, 20.33)"
"Saint Clair County, Missouri","3.62 (2.98, 4.24)","26.81 (23.16, 31.95)","24.76 (22.31, 27.34)"
"Saint Francois County, Missouri","4.12 (3.37, 4.91)","29.43 (25.90, 34.79)","27.76 (25.71, 29.79)"
"Saint Louis City, Missouri","5.87 (5.00, 6.59)","31.14 (28.48, 36.65)","28.26 (26.78, 29.75)"
"Saint Louis County, Missouri","4.28 (3.67, 4.70)","26.90 (25.12, 31.42)","20.24 (19.28, 21.11)"
"Sainte Genevieve County, Missouri","3.60 (2.88, 4.28)","26.31 (22.40, 31.49)","23.73 (21.11, 26.30)"
"Saline County, Missouri","4.10 (3.31, 4.83)","33.74 (29.42, 39.42)","30.08 (27.48, 32.83)"
"Schuyler County, Missouri","4.10 (3.26, 4.96)","21.81 (17.92, 26.21)","30.92 (27.25, 34.85)"
"Scotland County, Missouri","4.27 (3.39, 5.18)","23.61 (19.73, 28.80)","29.95 (26.56, 33.53)"
"Scott County, Missouri","3.57 (2.90, 4.30)","32.69 (28.79, 38.13)","29.96 (27.53, 32.65)"
"Shannon County, Missouri","2.89 (2.29, 3.42)","25.01 (20.93, 30.03)","26.73 (23.74, 29.66)"
"Shelby County, Missouri","4.18 (3.35, 5.05)","25.64 (21.50, 30.74)","29.26 (26.08, 32.55)"
"Stoddard County, Missouri","3.28 (2.69, 3.84)","32.98 (29.16, 38.92)","31.49 (28.90, 33.94)"
"Stone County, Missouri","2.92 (2.38, 3.45)","23.26 (20.37, 27.01)","21.51 (19.66, 23.35)"
"Sullivan County, Missouri","4.43 (3.46, 5.37)","24.30 (19.89, 29.49)","26.48 (23.65, 29.65)"
"Taney County, Missouri","2.93 (2.44, 3.42)","24.83 (22.12, 29.19)","22.92 (21.05, 24.85)"
"Texas County, Missouri","3.26 (2.70, 3.83)","24.70 (21.47, 29.01)","24.64 (22.59, 26.75)"
"Vernon County, Missouri","3.68 (3.05, 4.35)","27.85 (23.96, 33.34)","26.86 (24.39, 29.37)"
"Warren County, Missouri","3.13 (2.50, 3.72)","24.18 (20.86, 28.69)","22.74 (20.49, 25.12)"
"Washington County, Missouri","3.85 (3.10, 4.55)","27.53 (23.75, 33.28)","25.37 (23.01, 27.78)"
"Wayne County, Missouri","3.69 (3.00, 4.38)","30.30 (26.07, 35.81)","30.13 (27.09, 33.08)"
"Webster County, Missouri","3.40 (2.79, 4.04)","23.20 (20.31, 27.21)","21.89 (19.86, 24.04)"
"Worth County, Missouri","4.73 (3.75, 5.78)","25.23 (20.58, 30.72)","26.44 (23.14, 29.95)"
"Wright County, Missouri","3.90 (3.16, 4.69)","24.80 (21.33, 29.45)","26.57 (23.88, 29.30)"
"Beaverhead County, Montana","3.24 (2.60, 3.85)","22.38 (18.85, 26.71)","18.15 (16.18, 20.30)"
"Big Horn County, Montana","4.09 (3.30, 4.92)","24.52 (20.87, 30.05)","26.73 (23.82, 29.85)"
"Blaine County, Montana","4.63 (3.62, 5.71)","23.96 (19.91, 29.01)","23.74 (20.80, 26.67)"
"Broadwater County, Montana","4.20 (3.21, 5.20)","27.07 (21.67, 33.09)","22.09 (19.33, 25.03)"
"Carbon County, Montana","3.29 (2.68, 3.91)","22.32 (18.86, 27.00)","20.18 (17.88, 22.46)"
"Carter County, Montana","3.43 (2.65, 4.32)","21.35 (16.85, 27.04)","23.13 (19.64, 26.92)"
"Cascade County, Montana","4.85 (4.02, 5.70)","22.65 (20.10, 26.42)","20.35 (18.89, 22.14)"
"Chouteau County, Montana","4.27 (3.44, 5.16)","23.37 (19.43, 28.72)","21.58 (19.17, 24.14)"
"Custer County, Montana","4.45 (3.61, 5.34)","27.10 (23.09, 32.43)","28.49 (25.66, 31.65)"
"Daniels County, Montana","4.13 (3.06, 5.35)","26.30 (20.45, 33.80)","30.58 (25.73, 35.82)"
"Dawson County, Montana","4.48 (3.58, 5.48)","28.04 (23.32, 33.94)","25.85 (23.14, 28.96)"
"Deer Lodge County, Montana","4.04 (3.29, 4.89)","29.52 (25.10, 35.76)","24.44 (21.83, 26.91)"
"Fallon County, Montana","3.98 (3.17, 4.85)","28.22 (23.01, 34.85)","26.10 (22.89, 29.77)"
"Fergus County, Montana","4.33 (3.51, 5.19)","26.63 (22.81, 31.59)","25.00 (22.66, 27.59)"
"Flathead County, Montana","4.26 (3.57, 4.91)","27.68 (24.74, 32.34)","21.62 (20.05, 23.28)"
"Gallatin County, Montana","3.22 (2.66, 3.77)","21.00 (18.47, 24.27)","17.28 (15.90, 18.83)"
"Garfield County, Montana","3.66 (2.80, 4.53)","22.11 (17.12, 28.15)","23.25 (19.50, 27.40)"
"Glacier County, Montana","4.41 (3.48, 5.41)","26.28 (21.85, 31.78)","27.48 (24.34, 30.67)"
"Golden Valley County, Montana","3.77 (2.80, 4.83)","23.32 (17.84, 30.54)","22.14 (18.49, 26.13)"
"Granite County, Montana","3.25 (2.49, 4.00)","21.38 (16.91, 26.58)","18.73 (15.97, 21.83)"
"Hill County, Montana","5.28 (4.13, 6.43)","29.98 (25.19, 36.20)","23.68 (20.97, 26.24)"
"Jefferson County, Montana","4.00 (3.21, 4.71)","27.52 (23.23, 33.08)","24.19 (21.83, 26.80)"
"Judith Basin County, Montana","3.51 (2.67, 4.50)","18.79 (14.81, 23.64)","21.90 (18.54, 25.25)"
"Lake County, Montana","4.05 (3.17, 4.88)","23.64 (20.52, 27.60)","21.13 (19.13, 23.30)"
"Lewis and Clark County, Montana","3.95 (3.28, 4.61)","25.03 (22.27, 28.99)","21.36 (19.73, 23.05)"
"Liberty County, Montana","3.79 (2.88, 4.82)","23.44 (18.49, 29.99)","18.45 (15.53, 21.74)"
"Lincoln County, Montana","4.60 (3.68, 5.45)","28.47 (24.34, 34.34)","22.70 (20.49, 25.01)"
"Madison County, Montana","3.24 (2.61, 3.91)","21.45 (18.03, 25.80)","19.18 (17.25, 21.41)"
"McCone County, Montana","3.86 (2.98, 4.87)","23.72 (18.77, 29.43)","24.55 (21.07, 28.54)"
"Meagher County, Montana","4.12 (3.25, 5.11)","24.22 (19.51, 30.09)","24.88 (21.56, 28.43)"
"Mineral County, Montana","3.74 (2.91, 4.60)","24.46 (19.78, 29.41)","21.66 (18.72, 24.83)"
"Missoula County, Montana","3.80 (3.16, 4.35)","24.70 (21.86, 28.71)","18.40 (17.07, 19.75)"
"Musselshell County, Montana","4.22 (3.36, 5.07)","28.30 (23.35, 34.17)","24.68 (21.75, 27.76)"
"Park County, Montana","3.40 (2.72, 4.12)","23.27 (19.96, 27.90)","22.98 (20.71, 25.52)"
"Petroleum County, Montana","3.95 (2.75, 5.39)","25.54 (18.13, 35.63)","23.35 (18.37, 28.88)"
"Phillips County, Montana","3.88 (3.06, 4.68)","22.24 (18.33, 27.10)","24.29 (21.24, 27.40)"
"Pondera County, Montana","4.74 (3.79, 5.76)","30.20 (25.48, 36.50)","24.83 (22.03, 28.15)"
"Powder River County, Montana","3.54 (2.70, 4.39)","22.72 (18.03, 28.18)","22.94 (19.81, 26.39)"
"Powell County, Montana","4.13 (3.32, 5.05)","29.11 (24.24, 35.23)","23.16 (20.59, 25.87)"
"Prairie County, Montana","4.29 (3.28, 5.42)","27.04 (20.85, 34.04)","26.08 (22.05, 30.46)"
"Ravalli County, Montana","3.46 (2.84, 4.04)","24.99 (21.84, 29.28)","20.71 (18.94, 22.52)"
"Richland County, Montana","3.92 (3.18, 4.75)","26.22 (22.17, 32.29)","26.88 (23.96, 30.11)"
"Roosevelt County, Montana","4.90 (3.89, 5.91)","25.54 (21.78, 30.55)","32.39 (29.01, 35.91)"
"Rosebud County, Montana","4.54 (3.67, 5.42)","27.23 (22.97, 33.43)","26.85 (24.14, 29.90)"
"Sanders County, Montana","3.83 (3.10, 4.54)","25.24 (21.33, 30.08)","20.66 (18.59, 22.92)"
"Sheridan County, Montana","4.41 (3.34, 5.49)","28.65 (23.19, 35.59)","32.00 (27.36, 36.50)"
"Silver Bow County, Montana","3.82 (3.06, 4.56)","27.23 (23.62, 31.64)","27.35 (25.07, 29.79)"
"Stillwater County, Montana","3.52 (2.82, 4.28)","21.79 (18.20, 26.56)","19.54 (17.20, 21.92)"
"Sweet Grass County, Montana","3.61 (2.84, 4.42)","22.03 (17.88, 26.96)","19.57 (16.97, 22.27)"
"Teton County, Montana","4.17 (3.35, 5.06)","25.88 (21.33, 31.81)","20.35 (17.93, 23.03)"
"Toole County, Montana","4.14 (3.14, 5.31)","26.88 (21.65, 33.28)","24.44 (21.15, 27.78)"
"Treasure County, Montana","3.48 (2.42, 4.74)","23.17 (16.68, 31.33)","24.48 (19.86, 29.71)"
"Valley County, Montana","3.62 (2.86, 4.41)","21.60 (18.32, 26.01)","23.80 (20.98, 26.79)"
"Wheatland County, Montana","3.98 (3.04, 5.00)","23.31 (18.34, 29.20)","23.67 (20.20, 27.22)"
"Wibaux County, Montana","4.66 (3.51, 5.88)","29.71 (23.46, 37.59)","27.58 (23.66, 31.87)"
